SigAgente;DatGeracaoConjuntoDados;NumCNPJDistribuidora;DatCompetencia;VlrReceitaFaturada;VlrRepasseContaBandeira;VlrResultadoMCP;VlrCCEARD;VlrRiscoHidrologicoCCGFRepactuadas;VlrRiscoHidrologicoItaipu;VlrRiscoHidrologicoRepactuadas;VlrRiscoHidrologicoCCGF;VlrPrevisaoRiscoHidrologico;VlrPremioDeRisco;VlrESSEER;VlrRessarcimentoCONER;VlrCVAEnergiaMesAnterior;VlrESSEERMesAnterior;VlrExposicaoInvoluntariaMesAnt;VlrCVAEnergiaReceitaAlocada;VlrCVAESSEERReceitaAlocada;VlrExposicaoInvolunReceitaAloc;VlrCVAEnergiaAposRepasse;VlrCVAESSEERAposRepasse;VlrExposicaoInvolunAposRepasse;VlrAjusteRepasse
COOPERMILA          ;2025-02-17;75568154000183;2017-11-01;58695,53;-58695,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2017-05-01;33309,16;-33302,1338;0;0;0;0;0;0;0;0;0;0;18,409;0;0;7,0262;0;0;11,3828;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2017-04-01;29605,77;-29594,481;0;0;0;0;0;0;0;0;0;0;29,698;0;0;11,289;0;0;18,409;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2017-03-01;20135,43;-20126,4076;0;0;0;0;0;0;0;0;0;0;38,7204;0;0;9,0224;0;0;29,698;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2017-02-01;0;0,0263;0;0;0;0;0;0;0;0;0;0;38,4804;0;0;-0,24;0;0;38,7204;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2017-01-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-38,4804;0;0;38,4804;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-11-01;16608,97;-16608,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-12-01;137,53;-137,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-10-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-09-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-07-01;0;0;0;0;0;0;0;0;0;0;0;0;-310685,7705;0;0;0;0;0;-310685,7705;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-08-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-06-01;0;0;0;0;0;0;0;0;0;0;0;0;-310685,7705;0;0;0;0;0;-310685,7705;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-05-01;0;0;0;0;0;0;0;0;0;0;0;0;-310685,7705;0;0;0;0;0;-310685,7705;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-04-01;171,17;1;0;0;0;0;0;0;0;0;0;0;-310513,6005;0;0;172,17;0;0;-310685,7705;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-03-01;17389,43;0,0537;0;0;0;0;0;0;0;0;0;0;-293124,1168;0;0;17389,4837;0;0;-310513,6005;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-02-01;33347,66;0;0;0;0;0;0;0;0;0;0;0;-259776,4568;0;0;33347,66;0;0;-293124,1168;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2016-01-01;50398,47;-36,3053;0;0;0;0;0;0;0;0;0;0;-209414,2921;0;0;50362,1647;0;0;-259776,4568;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2015-12-01;46117,35;-2458,8725;0;0;0;0;0;0;0;0;0;0;-165755,8146;0;0;43658,4775;0;0;-209414,2921;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2015-11-01;49720,27;-1175,5898;0;0;0;0;0;0;0;0;0;0;-117211,1344;0;0;48544,6802;0;0;-165755,8146;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2015-10-01;46140,95;71070,1844;0;0;0;0;0;0;0;0;0;0;0;0;0;117211,1344;0;0;-117211,1344;0;0;
COOPERMILA          ;2025-02-17;75568154000183;2015-09-01;45918,39;-45918,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2024-12-01;31050,71;646,7203;1933,69;0;-58203,8718;0;0;6616,68;-64820,5518;0;605,2;46180,5558;-365048,44;-88819,51;0;42959,7642;0;1933,69;-466212,076;-42033,7542;0;0
COOPERZEM           ;2025-02-17;78829843000192;2024-10-01;230637,92;-89534,4593;25497,7258;0;181812,9666;0;0;86613,73;95199,2366;0;587,52;-23039,1842;-207771,54;0;0;127667,3903;0;25497,7258;-153625,9637;-22451,6642;0;0
COOPERZEM           ;2025-02-17;78829843000192;2024-11-01;159775,87;43,8677;4552,9016;0;-42418,4266;0;0;9372,01;-51790,4366;0;1296,85;-67664,7042;-153625,96;-22451,66;0;169004,0547;0;4552,9016;-365048,4414;-88819,5142;0;0
COOPERZEM           ;2025-02-17;78829843000192;2024-09-01;94228,32;-19071,5864;9883,323;0;33272,2956;0;0;48809,71;-15537,4144;0;503,84;10779,7544;-201487,76;0;26631,83;39556,077;11283,5944;36515,153;-207771,5414;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2024-08-01;30930,2;6361,619;33116,0015;0;-52092,0236;0;0;14787,58;-66879,6036;0;142,61;16037,5447;-149395,74;24302;2752,95;0;40482,1547;9237,1224;-201487,7636;0;26631,8291;0
COOPERZEM           ;2025-02-17;78829843000192;2024-07-01;41919,92;-4243,6764;2752,9479;0;-89862,4828;0;0;7733,84;-97596,3228;0;54,12;24247,8847;-1311190,87;-83084,14;-60101,52;59533,2609;0;0;-1460586,6138;-58782,1353;-57348,5721;0
COOPERZEM           ;2025-02-17;78829843000192;2024-06-01;0;0;7699,4547;0;-108074,1967;0;0;5256,42;-113330,6167;0;37,6;21233,7247;-1183933,67;-104355,46;-67800,97;19183,0012;0;0;-1311190,8679;-83084,1353;-60101,5153;0
COOPERZEM           ;2025-02-17;78829843000192;2024-05-01;0;0;-25252,8891;0;-117169,4881;0;0;1727,1;-118896,5881;0;3865,85;20152,6547;-1052905,51;-128373,96;-42548,08;13858,6726;0;0;-1183933,6707;-104355,4553;-67800,9691;0
COOPERZEM           ;2025-02-17;78829843000192;2024-04-01;0;0;-957,7432;0;-128742,6324;0;0;-1617,34;-127125,2924;0;2,1;17908,8847;-909512;-146284,94;-41590,34;14650,8769;0;0;-1052905,5092;-128373,9553;-42548,0832;0
COOPERZEM           ;2025-02-17;78829843000192;2024-03-01;0;0;7253,6238;0;-136808,0101;0;0;-4567,65;-132240,3601;0;2,13;21143,8947;-759851,17;-167430,96;-48843,96;12852,8246;0;0;-909512,0047;-146284,9353;-41590,3362;0
COOPERZEM           ;2025-02-17;78829843000192;2024-02-01;0;0;3110,286;0;-133129,4456;0;0;-2302,3;-130827,1456;0;3,35;15458,2347;-612400,82;-182892,54;-51954,25;14320,9001;0;0;-759851,1656;-167430,9553;-48843,964;0
COOPERZEM           ;2025-02-17;78829843000192;2023-12-01;0;0;-45832,6027;0;-115864,5481;0;0;4162,74;-120027,2881;0;74,77;-9641,7553;-345241,27;-170979,09;0;13029,6826;0;0;-474135,5008;-180546,0753;-45832,6027;0
COOPERZEM           ;2025-02-17;78829843000192;2024-01-01;0;0;-6121,6546;0;-125989,3176;0;0;-2352,88;-123636,4376;0;59,58;-2406,0353;-474135,5;-180546,08;-45832,6;12276,0031;0;0;-612400,8207;-182892,5353;-51954,2546;0
COOPERZEM           ;2025-02-17;78829843000192;2023-11-01;0;0;472,0281;0;-114644,6187;0;0;3610,32;-118254,9387;0;99,11;-16351,1253;-219141,93;-154727,07;0;11454,7251;0;472,0281;-345241,2739;-170979,0853;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-10-01;0;0;4837,5744;0;-109456,7372;0;0;5092,11;-114548,8472;0;26,38;-24135,8953;-102834,92;-130617,55;0;6850,2773;0;4837,5744;-219141,9346;-154727,0653;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-09-01;0;0;1553,7692;0;-29924,4028;0;0;6167,1;-36091,5028;0;46,77;-47000,169;-63069,37;-83664,15;0;9841,1438;0;1553,7692;-102834,9166;-130617,549;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-08-01;0;0;474,6464;0;-25129,9773;0;0;5271,54;-30401,5173;0;0,06;-39450,8708;-26645,28;-44213,34;0;11294,11;0;474,6464;-63069,3673;-83664,1508;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-07-01;0;0;5208,6191;0;-18590,7053;0;0;6684,39;-25275,0953;0;0;-44213,3408;-190022,26;-252295,24;0;8054,5753;0;5208,6191;-216667,5406;-296508,5808;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-06-01;0;0;4381,2874;0;-22986,2779;0;0;6584,14;-29570,4179;0;0;-50314,1308;-157816,5562;-201981,1125;0;9219,4296;0;4381,2874;-190022,2637;-252295,2433;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-05-01;0;0;5452,4893;0;-37805,7683;0;0;1386,69;-39192,4583;0;0;-56236,3708;-112829,21;-145744,74;0;7181,5782;0;5452,4893;-157816,5565;-201981,1108;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-04-01;0;0;7018,1455;0;-45828,2183;0;0;-25,98;-45802,2383;0;0;-68171,6808;-61966,18;-77573,06;0;5034,812;0;7018,1455;-112829,2103;-145744,7408;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-02-01;0;0;-8455,9668;0;-61465,6908;0;0;-1192,01;-60273,6808;0;0;-85687,9008;0;0;0;23190,71;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-03-01;0;0;11822,2286;0;-61644,9245;0;0;-6431,78;-55213,1445;0;0;-77573,0608;0;0;0;321,255;0;11822,2286;-61966,1795;-77573,0608;0;0
COOPERZEM           ;2025-02-17;78829843000192;2023-01-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-12-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-11-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-10-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-08-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-09-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-07-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-06-01;58,56;-58,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-05-01;37167,97;-114,871;0;0;0;0;0;0;0;0;0;0;0;0;0;37053,099;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-03-01;559157,06;-559157,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-04-01;412630,06;-56050,2518;0;0;0;0;0;0;0;0;0;0;0;0;0;356579,8082;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-02-01;576515,44;-576515,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-09-01;439600,07;-439600,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-10-01;521681,06;-521681,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-11-01;519162,98;-519162,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-12-01;466152,03;-466152,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2022-01-01;502234,23;-502234,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2019-05-01;30602,78;-30606,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-04-01;0;-4,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-03-01;4,03;-4,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-06-01;6368,16;-6368,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-07-01;41686,34;-41686,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-08-01;128541,15;-128541,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-09-01;139553,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139553,2;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-10-01;76242,86;-362,5682;0;0;0;0;0;0;0;0;0;0;0;0;0;75880,2918;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-11-01;133218,82;-39071,1135;0;0;0;0;0;0;0;0;0;0;0;0;0;94147,7065;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-12-01;84492,25;-120,2267;0;0;0;0;0;0;0;0;0;0;0;0;0;84372,0233;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-02-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,02;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2019-01-01;-14,78;-22,5962;0;0;0;0;0;0;0;0;0;0;0;0;0;-14,78;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2018-12-01;37359,69;-37359,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2020-01-01;61611,79;-9542,9896;0;0;0;0;0;0;0;0;0;0;0;0;0;52006,2774;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2020-02-01;18657,94;-58,6185;0;0;0;0;0;0;0;0;0;0;0;0;0;18599,3215;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2020-03-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21,08;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2020-04-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2020-05-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
COOPERZEM           ;2025-02-17;78829843000192;2020-06-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2020-07-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2020-08-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2020-09-01;151,44;-151,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2020-10-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2020-11-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2020-12-01;147329,37;-147329,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-01-01;128156,02;-128156,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-02-01;49200,65;-49200,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-03-01;50750,42;-50750,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-07-01;278522,77;-278522,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-08-01;335742,35;-335742,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-04-01;49969,01;-49969,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-06-01;185921,93;-185921,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERZEM           ;2025-02-17;78829843000192;2021-05-01;113936,23;-113936,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-05-01;102852,97;-102852,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-06-01;131224,22;-131224,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-04-01;39325,46;-39325,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-08-01;291630,95;-291630,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-07-01;201544,57;-201544,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-03-01;31396,46;-31396,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-02-01;29339,28;-29339,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-01-01;63592,21;-63592,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-12-01;77158,9;-77158,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-11-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-10-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-09-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-08-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-07-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-06-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2020-05-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2020-04-01;13,31;-13,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2020-03-01;0,17;-0,0157;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1543;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2020-02-01;15892,82;-49,9312;0;0;0;0;0;0;0;0;0;0;0;0;0;15842,8888;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2020-01-01;25197,35;-3902,7928;0;0;0;0;0;0;0;0;0;0;0;0;0;21252,8415;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2018-12-01;10406,07;-10406,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-01-01;-1,11;-24,731;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,11;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-02-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,03;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-12-01;64457,42;-91,7185;0;0;0;0;0;0;0;0;0;0;0;0;0;64365,7015;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-11-01;79909,11;-23436,1625;0;0;0;0;0;0;0;0;0;0;0;0;0;56472,9475;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-10-01;85078,69;-404,5865;0;0;0;0;0;0;0;0;0;0;0;0;0;84674,1035;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-09-01;121891,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121891,71;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-08-01;70948,11;-70948,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-07-01;16335,73;-16335,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-06-01;12305,89;-12305,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-03-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-04-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2019-05-01;1322,28;-1322,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CERVAM              ;2025-02-17;55188502000180;2022-01-01;284827,67;-174037,5001;42503,9484;0;-25520,9454;0;0;6287,81;-31808,7554;0;115284,9924;-21477,8255;0;0;0;0;93807,1669;21689,5216;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-12-01;278547,09;-278547,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-11-01;307907,4;-307907,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-10-01;365222,98;-365222,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2021-09-01;420348,74;-420348,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-02-01;292987,71;-268295,0167;-52,5648;0;-32325,9239;0;0;2262,13;-34588,0539;0;78549,0076;-21477,8255;0;0;0;0;30500,3589;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-04-01;236549,41;-23479,2085;100507,3331;0;-31527,9145;0;0;3337,39;-34865,3045;0;11591,54;-17401,6655;0;0;0;119674,0545;0;100507,3331;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-03-01;301205,19;-296127,4364;584,1035;0;-34173,5743;0;0;541,59;-34715,1643;0;58150,59;-19483,3655;0;0;0;0;10652,1196;0;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-05-01;35816,42;669,903;50641,9309;0;-25609,2913;0;0;5691,37;-31300,6613;0;0,05;-12261,4755;0;0;0;0;0;44655,2259;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-06-01;202,49;1719,1775;48392,3456;0;-24415,3781;0;0;5287,89;-29703,2681;0;0;-13281,6055;0;0;0;0;0;8874,4472;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-07-01;0;0;8810,9019;0;-19203,0646;0;0;5320,24;-24523,3046;0;0;-8312,4055;0;0;0;0;0;8158,63;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-09-01;0;4190,0144;18031,8265;0;-16178,4354;0;0;9421,62;-25600,0554;0;1,55;7330,2437;0;0;0;0;7331,7937;5847,4463;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-08-01;0;0;6513,7848;0;-8919,1173;0;0;9113,79;-18032,9073;0;0,03;-3006,9055;0;0;0;2830,5452;0;6513,7848;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-10-01;11,03;16590,4054;121303,6173;0;-22460,8019;0;0;13495,31;-35956,1119;0;547,23;-29728,9383;0;0;0;0;0;22874,47;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-11-01;0;410,7988;76873,5108;0;-35360,0854;0;0;5731,68;-41091,7654;0;0,04;-23726,8983;0;0;0;0;0;7304,62;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2022-12-01;0;1095,3159;47665,911;0;-38309,5808;0;0;3686,66;-41996,2408;0;0;4805,7117;0;0;0;0;4805,7117;1869,8283;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2023-01-01;0;0;19466,3472;0;-43747,3255;0;0;-424,15;-43323,1755;0;0;1736,8817;0;0;0;0;1736,8817;3067,2983;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2023-03-01;0;0;2893,7902;0;-53335,8487;0;0;-5184,01;-48151,8387;0;0;-6335,3183;0;0;0;2827,9998;0;2893,7902;-56163,8486;-6335,3183;0;0
CERVAM              ;2025-02-17;55188502000180;2023-02-01;0;0;35996,696;0;-45715,0487;0;0;-536,81;-45178,2387;0;0;-6340,9583;0;0;0;0;0;5260,99;0;0;0;0
CERVAM              ;2025-02-17;55188502000180;2023-04-01;0;0;52730,1555;0;-44136,7978;0;0;-21,26;-44115,5378;0;0;-170,3383;-56163,85;-6335,32;0;0;0;6142,4291;-100300,6478;-6505,6583;46587,7264;0
CERVAM              ;2025-02-17;55188502000180;2023-05-01;0;0;36153,7051;0;-39982,9149;0;0;1117,66;-41100,5749;0;0;4679,6517;-100300,65;-6505,66;46587,73;0;0;7643,8162;-140283,5649;-1826,0083;75097,6189;0
CERVAM              ;2025-02-17;55188502000180;2023-06-01;0;0;9335,7967;0;-30251,962;0;0;5306,82;-35558,782;0;0;-1298,6583;-140283,5612;-1826,005;75097,6153;0;0;7585,6634;-170535,5232;-3124,6633;76847,7487;0
CERVAM              ;2025-02-17;55188502000180;2023-07-01;0;0;21503,1357;0;-27193,183;0;0;5387,63;-32580,813;0;0;-5545,4283;-170535,52;-3124,66;76847,75;0;0;8153,7244;-197728,703;-8670,0883;90197,1613;0
